"Ensembl_ID" "Gene_symbol" "Biotype" "Comparison" "logFC" "FDR"
"ENSG00000251642" "ENSG00000251642" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000253111" "ENSG00000253111" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000253167" "WASHC5-AS1" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000253170" "ENSG00000253170" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000253182" "LINC02948" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000253197" "ENSG00000253197" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000253205" "ENSG00000253205" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000253238" "ENSG00000253238" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000253256" "ENSG00000253256" "lncRNA" "Normal vs Doxo-treated" 2.155809617 0.438183075
"ENSG00000253335" "ENSG00000253335" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000253355" "ENSG00000253355" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000253549" "CA3-AS1" "lncRNA" "Normal vs Doxo-treated" 2.287605759 0.438183075
"ENSG00000253557" "ENSG00000253557" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000253619" "ENSG00000253619" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000253649" "PRSS51" "Protein_Coding" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000253660" "ENSG00000253660" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000253799" "LINC01030" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000253925" "ENSG00000253925" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000253955" "LINC02995" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000253992" "ENSG00000253992" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000254111" "ENSG00000254111" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000254119" "LINC02842" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000254126" "CD8B2" "Protein_Coding" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000254237" "ENSG00000254237" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000254548" "ENSG00000254548" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000254592" "ENSG00000254592" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000254619" "ENSG00000254619" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000254659" "LINC02715" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000254676" "ENSG00000254676" "lncRNA" "Normal vs Doxo-treated" -1.89956434 0.438183075
"ENSG00000254819" "ANO3-AS1" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000254995" "STX16-NPEPL1" "Protein_Coding" "Normal vs Doxo-treated" -1.898680108 0.438183075
"ENSG00000255012" "OR5M1" "Protein_Coding" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000255027" "ENSG00000255027" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000255060" "ENSG00000255060" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000255109" "LINC02740" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000255139" "ENSG00000255139" "lncRNA" "Normal vs Doxo-treated" 1.981823297 0.438183075
"ENSG00000255274" "SMIM35" "Protein_Coding" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000255298" "OR8G5" "Protein_Coding" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000255433" "LINC02735" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000255558" "ENSG00000255558" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000255595" "ENSG00000255595" "lncRNA" "Normal vs Doxo-treated" 2.52735746 0.438183075
"ENSG00000255648" "ENSG00000255648" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000255745" "ENSG00000255745" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000256077" "LINC02442" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000256120" "SOX5-AS1" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000256199" "ENSG00000256199" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000256271" "CACNA1C-AS2" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000256513" "ENSG00000256513" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000256597" "LINC02393" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000256789" "ENSG00000256789" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000256862" "PARP11-AS1" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000256884" "ENSG00000256884" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000257176" "ENSG00000257176" "lncRNA" "Normal vs Doxo-treated" 1.770536574 0.438183075
"ENSG00000257262" "ENSG00000257262" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000257272" "ENSG00000257272" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000257275" "ENSG00000257275" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000257345" "LINC02413" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000257438" "ENSG00000257438" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000257494" "ENSG00000257494" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000257523" "LINC02326" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000257568" "ENSG00000257568" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000257677" "LINC02464" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000257900" "ENSG00000257900" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000257904" "ENSG00000257904" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000257932" "ENSG00000257932" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000257964" "ENSG00000257964" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000257987" "TEX49" "Protein_Coding" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000258081" "ENSG00000258081" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000258117" "ENSG00000258117" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000258181" "ENSG00000258181" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000258308" "ENSG00000258308" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000258354" "ENSG00000258354" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000258404" "LINC02320" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000258465" "ENSG00000258465" "Protein_Coding" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000258490" "ENSG00000258490" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000258512" "LINC00239" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000258584" "FAM181A-AS1" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000258592" "ENSG00000258592" "lncRNA" "Normal vs Doxo-treated" 2.572431992 0.438183075
"ENSG00000258633" "RRAGAP1-AS1" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000258696" "ENSG00000258696" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000258717" "ENSG00000258717" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000258736" "ENSG00000258736" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000258897" "EGLN3-AS1" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000258913" "LINC02691" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000259017" "ENSG00000259017" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000259107" "LINC00911" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000259116" "HSPA2-AS1" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000259150" "LINC00929" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000259240" "MIR4713HG" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000259265" "ENSG00000259265" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000259269" "ENSG00000259269" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000259289" "LINC02206" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000259434" "ENSG00000259434" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000259543" "ENSG00000259543" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000259617" "ENSG00000259617" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000259628" "ENSG00000259628" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000259675" "ENSG00000259675" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000259759" "ENSG00000259759" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000259773" "ENSG00000259773" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000259775" "EIF5-DT" "lncRNA" "Normal vs Doxo-treated" 1.764371889 0.438183075
"ENSG00000259985" "ENSG00000259985" "lncRNA" "Normal vs Doxo-treated" 1.994037478 0.438183075
"ENSG00000260038" "ENSG00000260038" "lncRNA" "Normal vs Doxo-treated" -2.188499818 0.438183075
"ENSG00000260095" "ENSG00000260095" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000260132" "ENSG00000260132" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000260177" "ENSG00000260177" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000260268" "LINC00919" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000260277" "ENSG00000260277" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000260364" "ENSG00000260364" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000260433" "LINC01917" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000260545" "ENSG00000260545" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000260586" "ENSG00000260586" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000260612" "ENSG00000260612" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000260616" "ENSG00000260616" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000260650" "ENSG00000260650" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000260779" "ENSG00000260779" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000260790" "CDR2-DT" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000260804" "LINC01963" "lncRNA" "Normal vs Doxo-treated" -1.620808146 0.438183075
"ENSG00000260852" "FBXL19-AS1" "lncRNA" "Normal vs Doxo-treated" 1.440672114 0.438183075
"ENSG00000260880" "HCCAT5" "lncRNA" "Normal vs Doxo-treated" 2.572433272 0.438183075
"ENSG00000260942" "CAPN10-DT" "lncRNA" "Normal vs Doxo-treated" 1.737712216 0.438183075
"ENSG00000261092" "LINC02178" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000261120" "ENSG00000261120" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000261235" "HSD17B2-AS1" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000261275" "ENSG00000261275" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000261371" "PECAM1" "Protein_Coding" "Normal vs Doxo-treated" -1.416317994 0.438183075
"ENSG00000261392" "ENSG00000261392" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000261403" "ENSG00000261403" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000261570" "AGK-DT" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000261644" "CYLD-AS1" "lncRNA" "Normal vs Doxo-treated" 1.772286571 0.438183075
"ENSG00000261649" "GOLGA6L7" "Protein_Coding" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000261692" "ENSG00000261692" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000262052" "ENSG00000262052" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000262147" "ENSG00000262147" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000262304" "ENSG00000262304" "Protein_Coding" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000262528" "ENSG00000262528" "lncRNA" "Normal vs Doxo-treated" -2.069139032 0.438183075
"ENSG00000263096" "ENSG00000263096" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000263718" "SEPTIN9-DT" "lncRNA" "Normal vs Doxo-treated" 2.685515432 0.438183075
"ENSG00000263874" "LINC00672" "Protein_Coding" "Normal vs Doxo-treated" 1.72822778 0.438183075
"ENSG00000264078" "ENSG00000264078" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000264149" "ENSG00000264149" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000264587" "ENSG00000264587" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000264630" "PRKCA-AS1" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000264853" "ENSG00000264853" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000264895" "ENSG00000264895" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000264924" "ENSG00000264924" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000265445" "ENSG00000265445" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000265799" "ENSG00000265799" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000265992" "ESRG" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000266283" "ENSG00000266283" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000266397" "ENSG00000266397" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000266441" "ARHGAP28-AS1" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000266578" "ENSG00000266578" "lncRNA" "Normal vs Doxo-treated" 2.764157007 0.438183075
"ENSG00000266642" "ENSG00000266642" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000266835" "GAPLINC" "lncRNA" "Normal vs Doxo-treated" -2.190153889 0.438183075
"ENSG00000267063" "ENSG00000267063" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000267077" "ENSG00000267077" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000267079" "ENSG00000267079" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000267101" "ENSG00000267101" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000267112" "ENSG00000267112" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000267207" "ENSG00000267207" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000267212" "ENSG00000267212" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000267215" "ENSG00000267215" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000267232" "ENSG00000267232" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000267270" "PARD6G-AS1" "lncRNA" "Normal vs Doxo-treated" 1.976788032 0.438183075
"ENSG00000267409" "ENSG00000267409" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000267413" "LINC01901" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000267426" "ENSG00000267426" "Protein_Coding" "Normal vs Doxo-treated" 2.591223761 0.438183075
"ENSG00000267489" "LINC01837" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000267532" "MIR497HG" "lncRNA" "Normal vs Doxo-treated" -2.187422486 0.438183075
"ENSG00000267535" "LINC00868" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000267580" "ENSG00000267580" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000267724" "ENSG00000267724" "lncRNA" "Normal vs Doxo-treated" -2.459909194 0.438183075
"ENSG00000267750" "RUNDC3A-AS1" "lncRNA" "Normal vs Doxo-treated" -1.778475943 0.438183075
"ENSG00000267924" "ENSG00000267924" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000268055" "ENSG00000268055" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000268129" "ENSG00000268129" "lncRNA" "Normal vs Doxo-treated" 1.781475248 0.438183075
"ENSG00000268257" "AIRN" "lncRNA" "Normal vs Doxo-treated" 2.588644192 0.438183075
"ENSG00000268366" "SERTAD3-AS1" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000268416" "ENSG00000268416" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000268964" "ERVV-2" "Protein_Coding" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000269086" "LINC02965" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000269139" "ENSG00000269139" "lncRNA" "Normal vs Doxo-treated" 2.57243499 0.438183075
"ENSG00000269535" "ENSG00000269535" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000269621" "ENSG00000269621" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000269846" "ENSG00000269846" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000270111" "CELF2-DT" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000270361" "ENSG00000270361" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000270557" "ENSG00000270557" "lncRNA" "Normal vs Doxo-treated" 2.083042411 0.438183075
"ENSG00000270640" "ENSG00000270640" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000270673" "YTHDF3-DT" "lncRNA" "Normal vs Doxo-treated" 1.867358531 0.438183075
"ENSG00000271151" "ENSG00000271151" "lncRNA" "Normal vs Doxo-treated" 1.802750651 0.438183075
"ENSG00000271171" "LINC00904" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000271420" "ENSG00000271420" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000271643" "PDCD6IP-DT" "lncRNA" "Normal vs Doxo-treated" 1.206937325 0.438183075
"ENSG00000271897" "ENSG00000271897" "lncRNA" "Normal vs Doxo-treated" 2.588646093 0.438183075
"ENSG00000271989" "ENSG00000271989" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000272023" "AFF4-DT" "lncRNA" "Normal vs Doxo-treated" 2.574923477 0.438183075
"ENSG00000272154" "ENSG00000272154" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000272163" "ENSG00000272163" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000272189" "MAP7-AS1" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000272240" "ENSG00000272240" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000272269" "NUP153-AS1" "lncRNA" "Normal vs Doxo-treated" 1.871794949 0.438183075
"ENSG00000272434" "ENSG00000272434" "lncRNA" "Normal vs Doxo-treated" 1.766651483 0.438183075
"ENSG00000272519" "ENSG00000272519" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000272542" "ENSG00000272542" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000272592" "ENSG00000272592" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000272735" "ENSG00000272735" "lncRNA" "Normal vs Doxo-treated" 2.495031897 0.438183075
"ENSG00000272763" "ENSG00000272763" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000272767" "JMJD1C-AS1" "lncRNA" "Normal vs Doxo-treated" 1.766103543 0.438183075
"ENSG00000272795" "GAR1-DT" "lncRNA" "Normal vs Doxo-treated" 3.626657109 0.438183075
"ENSG00000272862" "ENSG00000272862" "lncRNA" "Normal vs Doxo-treated" 2.276861663 0.438183075
"ENSG00000272980" "ENSG00000272980" "Protein_Coding" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000273165" "ENSG00000273165" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000273216" "ENSG00000273216" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000273394" "ENSG00000273394" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000273824" "ENSG00000273824" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000273891" "ENSG00000273891" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000273901" "ENSG00000273901" "lncRNA" "Normal vs Doxo-treated" 1.805938527 0.438183075
"ENSG00000274139" "ENSG00000274139" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000274275" "ENSG00000274275" "lncRNA" "Normal vs Doxo-treated" 3.621634995 0.438183075
"ENSG00000275088" "ENSG00000275088" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000275223" "ENSG00000275223" "lncRNA" "Normal vs Doxo-treated" 2.082816604 0.438183075
"ENSG00000275322" "ENSG00000275322" "lncRNA" "Normal vs Doxo-treated" -1.963844569 0.438183075
"ENSG00000275343" "ENSG00000275343" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000275401" "ENSG00000275401" "lncRNA" "Normal vs Doxo-treated" 2.30032011 0.438183075
"ENSG00000275445" "ENSG00000275445" "lncRNA" "Normal vs Doxo-treated" 1.981713436 0.438183075
"ENSG00000275636" "ENSG00000275636" "lncRNA" "Normal vs Doxo-treated" 3.631695206 0.438183075
"ENSG00000275936" "ENSG00000275936" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000276397" "LINC01879" "lncRNA" "Normal vs Doxo-treated" 3.636749278 0.438183075
"ENSG00000276410" "H2BC3" "Protein_Coding" "Normal vs Doxo-treated" 3.621634995 0.438183075
